453.0,146.0,25.0,60.0
455.0,147.0,25.0,60.0
456.0,147.0,25.0,60.0
459.0,146.0,25.0,60.0
462.0,146.0,25.0,60.0
469.0,144.0,25.0,60.0
472.0,144.0,25.0,60.0
477.0,144.0,25.0,60.0
483.0,144.0,25.0,60.0
496.0,139.0,25.0,60.0
504.0,135.0,25.0,60.0
507.0,134.0,25.0,60.0
511.0,133.0,25.0,60.0
520.0,133.0,25.0,60.0
527.0,132.0,25.0,60.0
529.0,132.0,25.0,60.0
533.0,130.0,25.0,60.0
535.0,125.0,25.0,60.0
534.0,126.0,25.0,60.0
535.0,126.0,25.0,60.0
535.0,124.0,25.0,60.0
535.0,124.0,25.0,60.0
532.0,122.0,25.0,60.0
533.0,121.0,25.0,60.0
528.0,120.0,25.0,60.0
525.0,123.0,25.0,60.0
526.0,123.0,25.0,60.0
524.0,123.0,25.0,60.0
521.0,122.0,25.0,60.0
519.0,122.0,25.0,60.0
517.0,120.0,25.0,60.0
515.0,123.0,25.0,60.0
511.0,123.0,25.0,60.0
509.0,118.0,25.0,60.0
507.0,117.0,25.0,60.0
506.0,113.0,25.0,60.0
504.0,112.0,25.0,60.0
501.0,112.0,25.0,60.0
500.0,113.0,25.0,60.0
498.0,110.0,25.0,60.0
496.0,105.0,25.0,60.0
493.0,102.0,25.0,60.0
493.0,101.0,25.0,60.0
488.0,99.0,25.0,60.0
486.0,96.0,25.0,60.0
486.0,94.0,25.0,60.0
486.0,93.0,25.0,60.0
485.0,90.0,25.0,60.0
484.0,90.0,25.0,60.0
485.0,91.0,25.0,60.0
485.0,92.0,25.0,60.0
487.0,90.0,25.0,60.0
487.0,88.0,25.0,60.0
489.0,87.0,25.0,60.0
489.0,87.0,25.0,60.0
490.0,89.0,25.0,60.0
490.0,88.0,25.0,60.0
491.0,87.0,25.0,60.0
493.0,86.0,25.0,60.0
494.0,84.0,25.0,60.0
493.0,82.0,25.0,60.0
493.0,82.0,25.0,60.0
492.0,83.0,25.0,60.0
492.0,83.0,25.0,60.0
492.0,83.0,25.0,60.0
492.0,84.0,25.0,60.0
490.0,84.0,25.0,60.0
487.0,86.0,25.0,60.0
486.0,86.0,25.0,60.0
482.0,88.0,25.0,60.0
480.0,86.0,25.0,60.0
477.0,85.0,25.0,60.0
471.0,85.0,25.0,60.0
467.0,85.0,25.0,60.0
462.0,86.0,25.0,60.0
458.0,89.0,25.0,60.0
454.0,88.0,25.0,60.0
451.0,90.0,25.0,60.0
444.0,91.0,25.0,60.0
442.0,90.0,25.0,60.0
441.0,92.0,25.0,60.0
439.0,93.0,25.0,60.0
438.0,93.0,25.0,60.0
436.0,93.0,25.0,60.0
437.0,91.0,25.0,60.0
435.0,93.0,25.0,60.0
432.0,91.0,25.0,60.0
432.0,93.0,25.0,60.0
432.0,94.0,25.0,60.0
431.0,98.0,25.0,60.0
432.0,96.0,25.0,60.0
432.0,96.0,25.0,60.0
430.0,95.0,25.0,60.0
431.0,96.0,25.0,60.0
430.0,97.0,25.0,60.0
429.0,95.0,25.0,60.0
428.0,94.0,25.0,60.0
426.0,93.0,25.0,60.0
425.0,91.0,25.0,60.0
422.0,93.0,25.0,60.0
420.0,95.0,25.0,60.0
417.0,93.0,25.0,60.0
415.0,90.0,25.0,60.0
415.0,90.0,25.0,60.0
411.0,92.0,25.0,60.0
410.0,93.0,25.0,60.0
410.0,91.0,25.0,60.0
408.0,91.0,25.0,60.0
403.0,90.0,25.0,60.0
401.0,89.0,25.0,60.0
398.0,93.0,25.0,60.0
397.0,93.0,25.0,60.0
394.0,90.0,25.0,60.0
391.0,89.0,25.0,60.0
386.0,89.0,25.0,60.0
381.0,90.0,25.0,60.0
377.0,89.0,25.0,60.0
373.0,88.0,25.0,60.0
373.0,88.0,25.0,60.0
374.0,88.0,25.0,60.0
